,Cliente_ID
4293,330675
4294,331248
4295,331282
4296,331338
4297,331373
4298,331649
4299,331665
4300,334761
4301,334778
4302,347915
4303,347939
4304,348033
4305,353447
4306,353486
4307,358805
4308,412775
4309,413467
4310,431661
4311,493298
4312,493305
4313,493329
4314,577296
4315,577311
4316,577339
4317,577476
4318,640005
4319,721173
4320,765875
4321,807301
4322,887949
4323,894974
4324,896294
4325,961958
4326,977469
4327,1116591
4328,1133628
4329,1168487
4330,1261708
4331,1406375
4332,1616715
4333,1722822
4334,1988296
4335,2083779
4336,2096383
4337,2234538
4338,2259654
4339,4197483
4340,4256926
4341,4341541
4342,4568928
4343,4576800
4344,4588778
4345,4632853
4346,4635824
4347,4671737
4348,322144
4349,322183
4350,322212
4351,322276
4352,324194
4353,324698
4354,324709
4355,330570
4356,330673
4357,330855
4358,330927
4359,331007
4360,331076
4361,331090
4362,331125
4363,331143
4364,331158
4365,331185
4366,331556
4367,331579
4368,331607
4369,331618
4370,331638
4371,331654
4372,331664
4373,333855
4374,351017
4375,351029
4376,351057
4377,353909
4378,353998
4379,431662
4380,577219
4381,577746
4382,640692
4383,759779
4384,776519
4385,967038
4386,984711
4387,1000537
4388,1040510
4389,1051088
4390,1059388
4391,1108804
4392,1122877
4393,1142448
4394,1151168
4395,1213888
4396,1224885
4397,1233720
4398,1247495
4399,1256220
4400,1260637
4401,1266956
4402,1376097
4403,1591810
4404,1591811
4405,1631910
4406,1635172
4407,1635173
4408,1668797
4409,1690881
4410,1812726
4411,1831981
4412,1957877
4413,1968188
4414,1972742
4415,2106546
4416,2137893
4417,2273882
4418,2354867
4419,2386168
4420,2412874
4421,2495052
4422,4285055
4423,4336099
4424,4558640
4425,325300
4426,325304
4427,325307
4428,325309
4429,327096
4430,327114
4431,327120
4432,327122
4433,327230
4434,327263
4435,327302
4436,327331
4437,327352
4438,327361
4439,327365
4440,327393
4441,327691
4442,327724
4443,327824
4444,327832
4445,327838
4446,327870
4447,327899
4448,327909
4449,327971
4450,328009
4451,328020
4452,328175
4453,330458
4454,330487
4455,330536
4456,331016
4457,331097
4458,331109
4459,331448
4460,331523
4461,331534
4462,331543
4463,331567
4464,342260
4465,342264
4466,342359
4467,412782
4468,412805
4469,431678
4470,577163
4471,577191
4472,577705
4473,577716
4474,577730
4475,645787
4476,976327
4477,977025
4478,991680
4479,1079872
4480,1135223
4481,1185427
4482,1425417
4483,1636242
4484,1641089
4485,1841475
4486,1919124
4487,2219866
4488,2329987
4489,2412038
4490,4177043
4491,4236083
4492,4286432
4493,4318778
4494,4350811
4495,4421762
4496,4446483
4497,4469544
4498,4541077
4499,4659621
4500,78503
4501,324440
4502,325159
4503,325246
4504,325264
4505,325280
4506,325322
4507,325325
4508,327078
4509,327093
4510,327121
4511,327131
4512,327137
4513,327162
4514,327215
4515,327239
4516,327255
4517,327301
4518,327348
4519,327360
4520,327363
4521,327407
4522,327458
4523,327460
4524,327489
4525,327521
4526,327546
4527,327632
4528,327655
4529,327696
4530,327710
4531,330551
4532,330592
4533,330674
4534,333641
4535,333840
4536,342058
4537,342099
4538,342482
4539,577508
4540,643969
4541,687933
4542,1035530
4543,1059454
4544,1096856
4545,1199749
4546,1203223
4547,1254322
4548,1347461
4549,1586669
4550,1690798
4551,1707001
4552,1837985
4553,1913510
4554,2006179
4555,2035723
4556,2043462
4557,2128810
4558,2131149
4559,2164297
4560,2413440
4561,2486491
4562,4103171
4563,129030
4564,324806
4565,324815
4566,327200
4567,327491
4568,327502
4569,327571
4570,327590
4571,327618
4572,327685
4573,327697
4574,327730
4575,327745
4576,330612
4577,330833
4578,330860
4579,330862
4580,330875
4581,330905
4582,330948
4583,331267
4584,331368
4585,331378
4586,331389
4587,342024
4588,342030
4589,342134
4590,342342
4591,350485
4592,577204
4593,577671
4594,577931
4595,643955
4596,645375
4597,688029
4598,688088
4599,694709
4600,765947
4601,776707
4602,853242
4603,918965
4604,976815
4605,1060938
4606,1099598
4607,1138062
4608,1140033
4609,1209570
4610,1231357
4611,1272426
4612,1274935
4613,1287808
4614,1290504
4615,1478240
4616,1525852
4617,1635170
4618,1692120
4619,1809473
4620,2022000
4621,2128811
4622,2233676
4623,2240016
4624,2256393
4625,2453003
4626,4192009
4627,4222111
4628,4416008
4629,4515065
4630,4536518
4631,4554353
4632,4584241
4633,4596150
4634,4721648
4635,59769
4636,324498
4637,327168
4638,327234
4639,327245
4640,327262
4641,327408
4642,327451
4643,327759
4644,327766
4645,327823
4646,327843
4647,327856
4648,327866
4649,327871
4650,327990
4651,328169
4652,328233
4653,330459
4654,330494
4655,330555
4656,331128
4657,331140
4658,331147
4659,331256
4660,331266
4661,331274
4662,334361
4663,341944
4664,344864
4665,431685
4666,577449
4667,694781
4668,694784
4669,694793
4670,803549
4671,867639
4672,1174468
4673,1235798
4674,1320697
4675,1365858
4676,1579046
4677,1599350
4678,1646697
4679,1646707
4680,1679044
4681,1690799
4682,1699333
4683,1809474
4684,1865169
4685,1937287
4686,1968204
4687,2137904
4688,2137908
4689,2151154
4690,2193851
4691,2199889
4692,2313308
4693,2317333
4694,2338794
4695,2493732
4696,4187603
4697,4207955
4698,4218419
4699,4283530
4700,4330300
4701,4344452
4702,4368819
4703,4433021
4704,4452400
4705,4523411
4706,4525514
4707,4596070
4708,324784
4709,324875
4710,324953
4711,324968
4712,324999
4713,325011
4714,325026
4715,325038
4716,325069
4717,325106
4718,327100
4719,327153
4720,327171
4721,327196
4722,327235
4723,327246
4724,327290
4725,327325
4726,327342
4727,327680
4728,327693
4729,327810
4730,331052
4731,331154
4732,333965
4733,334204
4734,334345
4735,334376
4736,342144
4737,342276
4738,342340
4739,342343
4740,342568
4741,431692
4742,577390
4743,577422
4744,779062
4745,810438
4746,811777
4747,905811
4748,916577
4749,970423
4750,1008456
4751,1041220
4752,1072719
4753,1073099
4754,1081074
4755,1113142
4756,1140496
4757,1203309
4758,1282995
4759,1719767
4760,1795607
4761,2106091
4762,2137133
4763,2137906
4764,2140666
4765,2181535
4766,2189414
4767,2239265
4768,2260776
4769,2401809
4770,2438554
4771,4099265
4772,4164565
4773,4236160
4774,4314411
4775,4315994
4776,4475135
4777,4494364
4778,4506255
4779,4532663
4780,4576685
4781,4706561
4782,23596
4783,24076
4784,24095
4785,39242
4786,41248
4787,41259
4788,182300
4789,322395
4790,322407
4791,322422
4792,324266
4793,324275
4794,324284
4795,324337
4796,324345
4797,324357
4798,324366
4799,324393
4800,324483
4801,324502
4802,324699
4803,324816
4804,324861
4805,325019
4806,325053
4807,327390
4808,330852
4809,330869
4810,330959
4811,331326
4812,331443
4813,331554
4814,331587
4815,331639
4816,333935
4817,342487
4818,409542
4819,431702
4820,578154
4821,579602
4822,688049
4823,776340
4824,981440
4825,981454
4826,1114749
4827,1245962
4828,1252418
4829,1260048
4830,1463295
4831,1951474
4832,2022001
4833,2125035
4834,2152098
4835,2271001
4836,4231319
4837,4286126
4838,4286446
4839,4375412
4840,4564335
4841,4569539
4842,19471
4843,34160
4844,324705
4845,324736
4846,324750
4847,324766
4848,324785
4849,324796
4850,324867
4851,324937
4852,324959
4853,324978
4854,331304
4855,331307
4856,331429
4857,331468
4858,331496
4859,331520
4860,331622
4861,331630
4862,331656
4863,334758
4864,336631
4865,336674
4866,336696
4867,336721
4868,337434
4869,337443
4870,337461
4871,339151
4872,339223
4873,339268
4874,339333
4875,339343
4876,339357
4877,339364
4878,339370
4879,339393
4880,339432
4881,339456
4882,342131
4883,763306
4884,1060508
4885,1157813
4886,1157814
4887,1165350
4888,1572348
4889,1748543
4890,1814516
4891,1849499
4892,1866647
4893,2130149
4894,2135228
4895,2150258
4896,2164448
4897,2205375
4898,2435868
4899,4364676
4900,4384842
4901,4421913
4902,24063
4903,37621
4904,324635
4905,324655
4906,324672
4907,324681
4908,336569
4909,336581
4910,336607
4911,336878
4912,336932
4913,336964
4914,337005
4915,337014
4916,337046
4917,337151
4918,337153
4919,337184
4920,337235
4921,337283
4922,339101
4923,339104
4924,339113
4925,339119
4926,339129
4927,339138
4928,339147
4929,339157
4930,339172
4931,339192
4932,339200
4933,339355
4934,339360
4935,339465
4936,341976
4937,341992
4938,342100
4939,342138
4940,342213
4941,431713
4942,644792
4943,688095
4944,764090
4945,764105
4946,765262
4947,784038
4948,888792
4949,989415
4950,1225771
4951,1249763
4952,1273457
4953,1359455
4954,1677449
4955,1901577
4956,2056702
4957,2193853
4958,2215985
4959,4260155
4960,4330252
4961,4532660
4962,4551626
4963,4599516
4964,327654
4965,327942
4966,327985
4967,330903
4968,334406
4969,334424
4970,337480
4971,337493
4972,339436
4973,339446
4974,339461
4975,339616
4976,339618
4977,339620
4978,339629
4979,339632
4980,339634
4981,339640
4982,339653
4983,339730
4984,339751
4985,339841
4986,341935
4987,341939
4988,341966
4989,341984
4990,342117
4991,342353
4992,342399
4993,431719
4994,577835
4995,645473
4996,687946
4997,687948
4998,896026
4999,966373
5000,1086646
5001,1225769
5002,1230169
5003,1230170
5004,1276215
5005,1338125
5006,1395174
5007,1501921
5008,1635092
5009,1727775
5010,1755649
5011,1785497
5012,1837984
5013,1966114
5014,2039401
5015,2123311
5016,2216555
5017,2228835
5018,2434033
5019,4101680
5020,4202093
5021,4353241
5022,4368831
5023,4380206
5024,4382880
5025,4430642
5026,4484767
5027,4527706
5028,4601494
5029,4686157
5030,59758
5031,324993
5032,325002
5033,325334
5034,327130
5035,327278
5036,327289
5037,327329
5038,327339
5039,327366
5040,327400
5041,327422
5042,327474
5043,327483
5044,327578
5045,328079
5046,328112
5047,328126
5048,328137
5049,328154
5050,334226
5051,334237
5052,409445
5053,409451
5054,441853
5055,577959
5056,640412
5057,640778
5058,645427
5059,688132
5060,765109
5061,765834
5062,826874
5063,899478
5064,1093438
5065,1147428
5066,1178471
5067,1230167
5068,1270657
5069,1272101
5070,1274272
5071,1336683
5072,1470350
5073,1545116
5074,1592718
5075,1679096
5076,1685391
5077,1968175
5078,2047885
5079,2076420
5080,2116866
5081,2116867
5082,2161015
5083,2181536
5084,2185140
5085,2226982
5086,2246794
5087,4191810
5088,4557806
5089,4570426
5090,4573420
5091,4599900
5092,4637416
5093,9741696
5094,322292
5095,324228
5096,324297
5097,324320
5098,324493
5099,324522
5100,324617
5101,324630
5102,324644
5103,324658
5104,324665
5105,324676
5106,324722
5107,325260
5108,327151
5109,327156
5110,327163
5111,327202
5112,327208
5113,327214
5114,327288
5115,327420
5116,327496
5117,327604
5118,327666
5119,327705
5120,331275
5121,331291
5122,331300
5123,333717
5124,350404
5125,350410
5126,350426
5127,350435
5128,353898
5129,440303
5130,578169
5131,578179
5132,578199
5133,776361
5134,831666
5135,909391
5136,1051790
5137,1063876
5138,1134956
5139,1138500
5140,1143131
5141,1190807
5142,1253723
5143,1261185
5144,1262263
5145,1274265
5146,1360235
5147,1386942
5148,1435211
5149,1443379
5150,1449905
5151,1480164
5152,1485607
5153,1550430
5154,1599252
5155,1607714
5156,1748539
5157,1750286
5158,2056699
5159,2074115
5160,4294677
5161,4324318
5162,4330188
5163,4486843
5164,4557386
5165,4587969
5166,4635866
5167,149832
5168,185784
5169,325059
5170,328225
5171,330484
5172,330534
5173,330544
5174,330548
5175,330857
5176,330871
5177,330908
5178,330929
5179,331062
5180,331103
5181,331112
5182,331144
5183,331155
5184,331281
5185,333702
5186,333729
5187,333758
5188,333771
5189,337394
5190,337424
5191,339235
5192,339252
5193,339265
5194,339278
5195,339311
5196,341955
5197,342001
5198,342062
5199,342250
5200,412663
5201,642220
5202,643687
5203,688904
5204,694734
5205,764018
5206,902918
5207,919064
5208,1231400
5209,1259457
5210,1281439
5211,1287673
5212,1336685
5213,1406370
5214,1451708
5215,1460004
5216,1482130
5217,1717663
5218,1788008
5219,1788009
5220,1969817
5221,2056703
5222,2111677
5223,2255457
5224,2268584
5225,2287408
5226,2329985
5227,2338804
5228,2404040
5229,4219566
5230,4286376
5231,4318776
5232,4371493
5233,4414255
5234,4546724
5235,4567788
5236,4596183
5237,4623552
5238,4626525
5239,4636970
5240,9741518
5241,322381
5242,327125
5243,327145
5244,327180
5245,327194
5246,327615
5247,327828
5248,327848
5249,327931
5250,328094
5251,337354
5252,337361
5253,337369
5254,337442
5255,337478
5256,337505
5257,342098
5258,342341
5259,342345
5260,687931
5261,764260
5262,764325
5263,764978
5264,764983
5265,897533
5266,975286
5267,990201
5268,1000520
5269,1031454
5270,1119449
5271,1230773
5272,1232558
5273,1241605
5274,1276044
5275,1281961
5276,1286691
5277,1296306
5278,1440949
5279,1443554
5280,1679043
5281,1679097
5282,1776147
5283,1781680
5284,1822486
5285,1878424
5286,1964751
5287,2037766
5288,2114926
5289,2166598
5290,2234537
5291,2265320
5292,2330842
5293,2346358
5294,2438527
5295,2454894
5296,4122854
5297,4184078
5298,4203469
5299,4318343
5300,4327499
5301,4349924
5302,4387957
5303,4446960
5304,4455207
5305,4471844
5306,4475664
5307,4548264
5308,4611234
5309,4616372
5310,4654853
5311,9747286
5312,322317
5313,322330
5314,327690
5315,440335
5316,764074
5317,904916
5318,919055
5319,973914
5320,973925
5321,975176
5322,1053518
5323,1066950
5324,1080404
5325,1107608
5326,1133119
5327,1147429
5328,1169833
5329,1203220
5330,1203304
5331,1203305
5332,1209569
5333,1230163
5334,1230164
5335,1230165
5336,1231359
5337,1276041
5338,1280664
5339,1409081
5340,1445041
5341,1492159
5342,1505065
5343,1515013
5344,1556694
5345,1562975
5346,1614005
5347,1630477
5348,1642476
5349,1700619
5350,1781679
5351,1968205
5352,2135256
5353,2202276
5354,2210050
5355,2212171
5356,2271002
5357,2306392
5358,4260040
5359,4260063
5360,4312012
5361,4362451
5362,4363816
5363,4365912
5364,4413839
5365,4454734
5366,4455197
5367,4572242
5368,4590339
5369,121036
5370,327410
5371,327719
5372,328090
5373,333733
5374,337468
5375,342115
5376,354029
5377,413730
5378,640637
5379,694695
5380,721157
5381,759750
5382,764092
5383,778587
5384,802817
5385,1121431
5386,1203978
5387,1274227
5388,1282997
5389,1290824
5390,1338120
5391,1344105
5392,1406373
5393,1428289
5394,1445483
5395,1519786
5396,1556698
5397,1599250
5398,1603417
5399,1689404
5400,1743056
5401,1802937
5402,1965708
5403,1996471
5404,2055905
5405,2071221
5406,2082429
5407,2082430
5408,2082434
5409,2130603
5410,2135254
5411,2150030
5412,2150166
5413,2156808
5414,2157646
5415,2163909
5416,2200273
5417,2219863
5418,2221811
5419,2239356
5420,2240015
5421,2248666
5422,2255461
5423,2259148
5424,2263828
5425,2276567
5426,2278715
5427,2295705
5428,2300977
5429,2325761
5430,2344754
5431,2346689
5432,2352776
5433,2354583
5434,2394244
5435,2416988
5436,2436493
5437,2443084
5438,2455322
5439,4101918
5440,4112169
5441,4130428
5442,4162126
5443,4186697
5444,4187744
5445,4194798
5446,4232045
5447,4260032
5448,4260043
5449,4350017
5450,4383987
5451,4430639
5452,4546751
5453,4557850
5454,4635409
5455,113912
5456,322074
5457,324723
5458,324851
5459,325187
5460,325330
5461,327083
5462,327328
5463,327471
5464,327778
5465,327840
5466,330770
5467,330958
5468,331046
5469,331384
5470,331394
5471,331487
5472,342336
5473,347796
5474,347905
5475,350896
5476,358950
5477,512526
5478,577175
5479,759739
5480,776525
5481,892500
5482,903614
5483,918706
5484,989729
5485,1012339
5486,1089285
5487,1229776
5488,1245965
5489,1247497
5490,1266946
5491,1266959
5492,1290379
5493,1409078
5494,1599248
5495,1814512
5496,1819589
5497,1927390
5498,2044619
5499,2080818
5500,2082431
5501,2083776
5502,2153993
5503,2239039
5504,2268064
5505,2302564
5506,2326152
5507,2326435
5508,2346062
5509,2365977
5510,2391280
5511,2401537
5512,2405769
5513,2423278
5514,2435568
5515,2443330
5516,2459221
5517,2485822
5518,2493678
5519,4165469
5520,4315987
5521,4336205
5522,4338101
5523,4344551
5524,4368155
5525,4380800
5526,4393364
5527,4399342
5528,4401289
5529,4411358
5530,4413889
5531,4419688
5532,4419689
5533,4424815
5534,4437559
5535,4443719
5536,4455348
5537,4469581
5538,4493671
5539,4497338
5540,4502571
5541,4540763
5542,4549117
5543,4549124
5544,4623090
5545,4623463
5546,111439
5547,151586
5548,324525
5549,324638
5550,324671
5551,324962
5552,324985
5553,325085
5554,325319
5555,327231
5556,327272
5557,327343
5558,330468
5559,331270
5560,331405
5561,331743
5562,341968
5563,341999
5564,342136
5565,342261
5566,342368
5567,344861
5568,578243
5569,763309
5570,903930
5571,1008928
5572,1093195
5573,1166026
5574,1177769
5575,1238280
5576,1288981
5577,1415514
5578,1448736
5579,1554517
5580,1643274
5581,1645417
5582,1762580
5583,1879899
5584,1937286
5585,1964750
5586,2128807
5587,2133319
5588,2137075
5589,2163903
5590,2169924
5591,2232314
5592,2263830
5593,2276566
5594,2308899
5595,2349817
5596,2354281
5597,2405420
5598,2460963
5599,2473105
5600,2485075
5601,4161994
5602,4162898
5603,4231955
5604,4235586
5605,4284817
5606,4316307
5607,4330246
5608,4330293
5609,4339959
5610,4377943
5611,4382890
5612,4432007
5613,4444097
5614,4457626
5615,4464158
5616,4475163
5617,4484898
5618,4485779
5619,4486773
5620,4489065
5621,4489074
5622,4489084
5623,4503197
5624,4516551
5625,4522416
5626,4539710
5627,4540336
5628,4542305
5629,4567776
5630,4580143
5631,4586254
5632,4619861
5633,4623432
5634,4641133
5635,59757
5636,135725
5637,325027
5638,327547
5639,327709
5640,333681
5641,341876
5642,642957
5643,764078
5644,803564
5645,1026332
5646,1181606
5647,1203217
5648,1209561
5649,1232557
5650,1240968
5651,1242726
5652,1276039
5653,1277743
5654,1443382
5655,1688087
5656,1690800
5657,1692094
5658,1700079
5659,1717665
5660,1937284
5661,1944732
5662,1971913
5663,2053252
5664,2055203
5665,2077969
5666,2135263
5667,2202277
5668,2258825
5669,2309628
5670,2351045
5671,2421026
5672,2441785
5673,2444065
5674,2486423
5675,4122852
5676,4162901
5677,4195704
5678,4302399
5679,4314370
5680,4318039
5681,4323510
5682,4329137
5683,4330306
5684,4335081
5685,4353916
5686,4363828
5687,4492068
5688,4539717
5689,4555462
5690,4557814
5691,4571597
5692,4576055
5693,4576063
5694,4587127
5695,4587189
5696,4588788
5697,4590332
5698,4601886
5699,4601913
5700,4608822
5701,4632402
5702,4641151
5703,4641297
5704,4671778
5705,4673242
5706,4676726
5707,4676762
5708,4677573
5709,4683927
5710,4685953
5711,4686507
5712,4698424
5713,4698441
5714,4699394
5715,4706557
5716,4706926
5717,4706955
5718,4706961
5719,4706969
5720,4707178
5721,4708225
5722,4709351
5723,4709865
5724,4709867
5725,322358
5726,324487
5727,324577
5728,324692
5729,324973
5730,325048
5731,331027
5732,347690
5733,347700
5734,347964
5735,359016
5736,413454
5737,493035
5738,577526
5739,577826
5740,694725
5741,810442
5742,887894
5743,894983
5744,974479
5745,997477
5746,1057141
5747,1099422
5748,1123473
5749,1134948
5750,1216543
5751,1240963
5752,1251161
5753,1282710
5754,1386953
5755,1463331
5756,1599249
5757,1625509
5758,1625513
5759,1656461
5760,1679049
5761,1865170
5762,1907565
5763,1950190
5764,2082427
5765,2103556
5766,2113215
5767,2160188
5768,2168121
5769,2351010
5770,2399116
5771,2414979
5772,2496141
5773,4180163
5774,4294651
5775,4294684
5776,4318022
5777,4360097
5778,4462200
5779,4462222
5780,4523379
5781,4524332
5782,4537487
5783,4596212
5784,4619860
5785,4683304
5786,4685975
5787,4688399
5788,1290830
5789,2110165
5790,440563
5791,1151167
5792,4616889
5793,347703
5794,347805
5795,441723
5796,1950191
5797,2215984
5798,322264
5799,331309
5800,917034
5801,1635171
5802,4599645
5803,322061
5804,322125
5805,330895
5806,336588
5807,413540
5808,440595
5809,721151
5810,1259044
5811,2135258
5812,4181408
5813,578204
5814,765864
5815,1951477
5816,767517
5817,330849
5818,331691
5819,441756
5820,4330286
5821,4509922
5822,324490
5823,325101
5824,441760
5825,441768
5826,4538170
5827,4587214
5828,409455
5829,702053
5830,1146449
5831,1882773
5832,2110166
5833,2122643
5834,4395193
5835,441674
5836,645841
5837,342255
5838,4309620
5839,327957
5840,441788
5841,640573
5842,640597
5843,892686
5844,1589387
5845,1831868
5846,2051653
5847,2135255
5848,4534029
5849,4538171
5850,4636977
5851,4658356
5852,2354752
5853,4419638
5854,4654940
5855,1282986
5856,1694293
5857,4259605
5858,4351749
5859,330634
5860,330681
5861,331427
5862,342364
5863,504296
5864,643888
5865,776593
5866,1282669
5867,1385807
5868,2039920
5869,2120062
5870,2190642
5871,2408082
5872,4623092
5873,330940
5874,331600
5875,342017
5876,1251165
5877,1781678
5878,2130624
5879,4100375
5880,4544961
5881,4619863
5882,336875
5883,336974
5884,337266
5885,410947
5886,1281684
5887,1347458
5888,1954979
5889,2110167
5890,4260160
5891,4491202
5892,4558875
5893,4621992
5894,1001286
5895,1566008
5896,1894679
5897,2110168
5898,2416472
5899,4712901
5900,331511
5901,339523
5902,2110169
5903,4186704
5904,4350813
5905,330475
5906,341994
5907,412841
5908,643924
5909,1449925
5910,1559828
5911,1804347
5912,2110170
5913,4504271
5914,4539195
5915,4549164
5916,4613503
5917,4632381
5918,327892
5919,342227
5920,412916
5921,629391
5922,901740
5923,1046101
5924,1232560
5925,1728619
5926,2040682
5927,2110171
5928,4416062
5929,4509965
5930,4560152
5931,4580140
5932,4603592
5933,4621993
5934,4659615
5935,37618
5936,45893
5937,410926
5938,410940
5939,577250
5940,1232375
5941,1276042
5942,1655689
5943,1800951
5944,2110172
5945,4345374
5946,4706635
5947,324645
5948,327539
5949,351002
5950,412812
5951,414987
5952,694615
5953,1042920
5954,1622891
5955,1878434
5956,2110173
5957,2369320
5958,4338981
5959,4452997
5960,4504219
5961,579881
5962,1057126
5963,1057165
5964,1131729
5965,1133167
5966,2110174
5967,2434269
5968,4483715
5969,4651761
5970,4692498
5971,327306
5972,1618733
5973,2110175
5974,2143144
5975,2161509
5976,4617304
5977,330512
5978,348002
5979,640630
5980,765005
5981,1464979
5982,1933061
5983,1944729
5984,2151271
5985,2151315
5986,2225042
5987,2263827
5988,2374598
5989,2478287
5990,4100333
5991,4178998
5992,4338978
5993,4471999
5994,4509946
5995,4584244
5996,4588002
5997,4609224
5998,4631397
5999,160302
6000,327232
6001,328145
6002,328189
6003,331290
6004,341986
6005,342160
6006,694787
6007,919021
6008,2003299
6009,2065490
6010,2065494
6011,2118457
6012,2137907
6013,2306550
6014,2397365
6015,2407108
6016,2438006
6017,2443918
6018,2494966
6019,4130194
6020,4182080
6021,4259542
6022,4316913
6023,4330184
6024,4460954
6025,4490760
6026,4524304
6027,4537500
6028,4540510
6029,4553383
6030,4555463
6031,4558885
6032,4572626
6033,4586460
6034,4587925
6035,4587930
6036,4588024
6037,4596203
6038,4626684
6039,4632450
6040,4644956
6041,4645483
6042,4673410
6043,9691213
6044,2109163
6045,2355418
6046,4491194
6047,4626303
6048,4688415
6049,4701002
6050,4703590
6051,4712949
6052,4712959
6053,4712964
6054,4712968
6055,4712997
6056,4713018
6057,4713040
6058,4713049
6059,920401
6060,1242047
6061,1244882
6062,1289078
6063,2110179
6064,1418401
6065,2110181
6066,327469
6067,342106
6068,1044386
6069,1300932
6070,2110183
6071,2295706
6072,350880
6073,640042
6074,1133631
6075,2110184
6076,2397368
6077,4416012
6078,1178495
6079,1455394
6080,2075582
6081,325203
6082,327237
6083,776791
6084,1063896
6085,1095601
6086,1209820
6087,1579073
6088,1656965
6089,1912382
6090,2349562
6091,2349657
6092,2349761
6093,2405669
6094,2415011
6095,2459521
6096,4314406
6097,4336685
6098,4355469
6099,4445771
6100,4471991
6101,4545485
6102,4546698
6103,4546754
6104,4549228
6105,4557860
6106,4576781
6107,4607259
6108,34401
6109,327987
6110,330598
6111,341926
6112,342237
6113,577214
6114,643529
6115,1136144
6116,1190811
6117,1280666
6118,1449906
6119,1918351
6120,1968179
6121,2213214
6122,4099192
6123,4321816
6124,4322921
6125,4416048
6126,4497332
6127,4524578
6128,4542897
6129,4571415
6130,4579731
6131,4580147
6132,4597922
6133,4614360
6134,4626306
6135,4635421
6136,4644960
6137,4660936
6138,34187
6139,135738
6140,325292
6141,327117
6142,334506
6143,645281
6144,924080
6145,1157517
6146,1282992
6147,1441401
6148,1726403
6149,1886534
6150,2102880
6151,2110189
6152,2404082
6153,4299905
6154,4557843
6155,4587124
6156,4587168
6157,4587175
6158,4588799
6159,4590410
6160,325308
6161,350510
6162,577718
6163,1267217
6164,1435217
6165,1602557
6166,1622874
6167,1723935
6168,1776154
6169,2349795
6170,2499641
6171,4287202
6172,4291715
6173,4334977
6174,4452999
6175,4588030
6176,4590320
6177,4602392
6178,4606659
6179,4614508
6180,336535
6181,642204
6182,645773
6183,1001761
6184,1188062
6185,1264016
6186,2110182
6187,324306
6188,324827
6189,324949
6190,336979
6191,645796
6192,974496
6193,1001746
6194,1136138
6195,1338117
6196,1525737
6197,2049671
6198,2110185
6199,2137905
6200,2306510
6201,2343780
