,Agencia_ID,Town,State,Location,route,locality,area,country,address,lat,lng,bounds_ne_lat,bounds_ne_lng,bounds_sw_lat,bounds_sw_lng,viewport_ne_lat,viewport_ne_lng,viewport_sw_lat,viewport_sw_lng
26,1150,2011 AG. SAN ANTONIO,"MÉXICO, D.F.","2011 AG. SAN ANTONIO, MÉXICO, D.F.",29,2a. Cerrada 5 de Mayo,Centro Histórico de la Ciudad de México,Centro,"2a. Cerrada 5 de Mayo 29, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.43373,-99.135397,,,,,19.4350789802915,-99.13404801970849,19.4323810197085,-99.13674598029151
27,1152,2008 AG. LAGO FILT,"MÉXICO, D.F.","2008 AG. LAGO FILT, MÉXICO, D.F.",Calle Lago Filt,Ciudad de México,Ciudad de México,Mexico,"Calle Lago Filt, Ciudad de México, CDMX, Mexico",19.4419322,-99.1957965,19.4430976,-99.19578930000002,19.4408317,-99.1959624,19.4433136302915,-99.19452686970851,19.4406156697085,-99.19722483029153
28,1153,2087 AG. TIZAYUCA,HIDALGO,"2087 AG. TIZAYUCA, HIDALGO",Tizayuca,Hidalgo,Mexico,,"Tizayuca, Hgo., Mexico",19.8392372,-98.9848677,19.9067145,-98.9029778,19.7985735,-99.02058099999999,19.9067145,-98.9029778,19.7985735,-99.02058099999999
29,1155,2003 AG. COACALCO,ESTADO DE MÉXICO,"2003 AG. COACALCO, ESTADO DE MÉXICO",Coacalco,State of Mexico,Mexico,,"Coacalco, State of Mexico, Mexico",19.6290831,-99.1043451,19.6640439,-99.0724699,19.6103089,-99.1272513,19.6640439,-99.0724699,19.6103089,-99.1272513
30,1156,2018 AG. TEPALCATES 2,"MÉXICO, D.F.","2018 AG. TEPALCATES 2, MÉXICO, D.F.",A. Martínez G.,Ejército de Agua Prieta,Ciudad de México,Ciudad de México,"A. Martínez G., Ejército de Agua Prieta, 09578 Ciudad de México, CDMX, Mexico",19.3687726,-99.03934729999999,19.3692228,-99.03914309999999,19.3681954,-99.0394022,19.3700580802915,-99.03792366970849,19.3673601197085,-99.0406216302915
31,1159,2011 AG. SAN ANTONIO,"MÉXICO, D.F.","2011 AG. SAN ANTONIO, MÉXICO, D.F.",29,2a. Cerrada 5 de Mayo,Centro Histórico de la Ciudad de México,Centro,"2a. Cerrada 5 de Mayo 29, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.43373,-99.135397,,,,,19.4350789802915,-99.13404801970849,19.4323810197085,-99.13674598029151
32,1160,2089 AG. AZCAPOTZALCO INSTITUCIONALES,"MÉXICO, D.F.","2089 AG. AZCAPOTZALCO INSTITUCIONALES, MÉXICO, D.F.",Azcapotzalco,Mexico City,Mexico City,Mexico,"Azcapotzalco, Mexico City, CDMX, Mexico",19.4846606,-99.1886749,19.5151358,-99.1430546,19.4564347,-99.22111509999999,19.5151358,-99.1430546,19.4564347,-99.22111509999999
33,1161,2089 AG. AZCAPOTZALCO INSTITUCIONALES,"MÉXICO, D.F.","2089 AG. AZCAPOTZALCO INSTITUCIONALES, MÉXICO, D.F.",Azcapotzalco,Mexico City,Mexico City,Mexico,"Azcapotzalco, Mexico City, CDMX, Mexico",19.4846606,-99.1886749,19.5151358,-99.1430546,19.4564347,-99.22111509999999,19.5151358,-99.1430546,19.4564347,-99.22111509999999
34,1164,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO,"2048 AG. IXTAPALUCA 1, ESTADO DE MÉXICO",Ixtapaluca,State of Mexico,Mexico,,"Ixtapaluca, State of Mexico, Mexico",19.3090538,-98.9079782,19.3462031,-98.849283,19.2891084,-98.953929,19.3462031,-98.849283,19.2891084,-98.953929
35,1165,2010 AG. LOS REYES,ESTADO DE MÉXICO,"2010 AG. LOS REYES, ESTADO DE MÉXICO",,,,,,,,,,,,,,,
36,1167,2116 Cruce De Anden Región Mexico,ESTADO DE MÉXICO,"2116 Cruce De Anden Región Mexico, ESTADO DE MÉXICO",State of Mexico,Mexico,,,"State of Mexico, Mexico",19.4968732,-99.72326729999999,20.2858665,-98.5968666,18.3669428,-100.6130911,20.2858665,-98.5968666,18.3669428,-100.6130911
37,1168,2092 AG. SANTA CLARA AUTOSERVICIOS,ESTADO DE MÉXICO,"2092 AG. SANTA CLARA AUTOSERVICIOS, ESTADO DE MÉXICO",Santa Clara,Santa Clara County,California,United States,"Santa Clara, CA, USA",37.3541079,-121.9552356,37.418939,-121.9297351,37.3228419,-122.00537,37.418939,-121.9297351,37.3228419,-122.00537
38,1170,2001 AG. ATIZAPAN,ESTADO DE MÉXICO,"2001 AG. ATIZAPAN, ESTADO DE MÉXICO",Ciudad López Mateos,State of Mexico,Mexico,,"Ciudad López Mateos, State of Mexico, Mexico",19.5562275,-99.2674713,19.6122141,-99.2115802,19.4234552,-99.3702746,19.6122141,-99.2115802,19.4234552,-99.3702746
39,1171,2001 AG. ATIZAPAN,ESTADO DE MÉXICO,"2001 AG. ATIZAPAN, ESTADO DE MÉXICO",Ciudad López Mateos,State of Mexico,Mexico,,"Ciudad López Mateos, State of Mexico, Mexico",19.5562275,-99.2674713,19.6122141,-99.2115802,19.4234552,-99.3702746,19.6122141,-99.2115802,19.4234552,-99.3702746
40,1172,2004 AG. CUAUTITLAN,ESTADO DE MÉXICO,"2004 AG. CUAUTITLAN, ESTADO DE MÉXICO",Cuautitlan,State of Mexico,Mexico,,"Cuautitlan, State of Mexico, Mexico",19.6726588,-99.1648692,19.6935114,-99.1397631,19.643411,-99.1926031,19.6935114,-99.1397631,19.643411,-99.1926031
41,1173,2004 AG. CUAUTITLAN,ESTADO DE MÉXICO,"2004 AG. CUAUTITLAN, ESTADO DE MÉXICO",Cuautitlan,State of Mexico,Mexico,,"Cuautitlan, State of Mexico, Mexico",19.6726588,-99.1648692,19.6935114,-99.1397631,19.643411,-99.1926031,19.6935114,-99.1397631,19.643411,-99.1926031
42,1176,2019 AG. XALOSTOC,ESTADO DE MÉXICO,"2019 AG. XALOSTOC, ESTADO DE MÉXICO",San Pedro Xalostoc,Ecatepec de Morelos,Estado de México,Mexico,"San Pedro Xalostoc, 55310 Ecatepec de Morelos, Méx., Mexico",19.5378854,-99.0778438,19.545693,-99.0729673,19.5304005,-99.0849065,19.545693,-99.0729673,19.5304005,-99.0849065
43,1177,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO,"2048 AG. IXTAPALUCA 1, ESTADO DE MÉXICO",Ixtapaluca,State of Mexico,Mexico,,"Ixtapaluca, State of Mexico, Mexico",19.3090538,-98.9079782,19.3462031,-98.849283,19.2891084,-98.953929,19.3462031,-98.849283,19.2891084,-98.953929
44,1179,2002 AG. AZCAPOTZALCO,"MÉXICO, D.F.","2002 AG. AZCAPOTZALCO, MÉXICO, D.F.",Azcapotzalco,Mexico City,Mexico City,Mexico,"Azcapotzalco, Mexico City, CDMX, Mexico",19.4846606,-99.1886749,19.5151358,-99.1430546,19.4564347,-99.22111509999999,19.5151358,-99.1430546,19.4564347,-99.22111509999999
45,1210,2059 Queretaro Balvanera,Queretaro de Arteaga,"2059 Queretaro Balvanera, Queretaro de Arteaga",Balvanera,El Pueblito,Querétaro,Mexico,"Balvanera, El Pueblito, Qro., Mexico",20.5335738,-100.457921,20.5403303,-100.4463643,20.5270994,-100.4678145,20.5403303,-100.4463643,20.5270994,-100.4678145
46,1211,2027 AG. VALLEJO,"MÉXICO, D.F.","2027 AG. VALLEJO, MÉXICO, D.F.",1874,Calzada Vallejo,Santa Rosa,Ciudad de México,"Calz. Vallejo 1874, Santa Rosa, Gustavo A. Madero, 07620 Ciudad de México, CDMX, Mexico",19.5279386,-99.1699368,,,,,19.5292875802915,-99.16858781970849,19.5265896197085,-99.1712857802915
47,1212,2064 AG. TEPALCATES 1,"MÉXICO, D.F.","2064 AG. TEPALCATES 1, MÉXICO, D.F.",Tepalcates,Ciudad de México,Ciudad de México,Mexico,"Tepalcates, 09210 Ciudad de México, CDMX, Mexico",19.3916358,-99.0557268,19.3982241,-99.0475656,19.3859987,-99.0597969,19.3982241,-99.0475656,19.3859987,-99.0597969
48,1213,2041 AG. TULTITLAN,ESTADO DE MÉXICO,"2041 AG. TULTITLAN, ESTADO DE MÉXICO",Tultitlán de Mariano Escobedo,State of Mexico,Mexico,,"Tultitlán de Mariano Escobedo, State of Mexico, Mexico",19.6392125,-99.1668646,19.6610289,-99.1452029,19.6303744,-99.1847804,19.6610289,-99.1452029,19.6303744,-99.1847804
49,1215,2049 AG. IZTAPALAPA 1,"MÉXICO, D.F.","2049 AG. IZTAPALAPA 1, MÉXICO, D.F.",,,,,,,,,,,,,,,
50,1216,2007 AG. LA VILLA,"MÉXICO, D.F.","2007 AG. LA VILLA, MÉXICO, D.F.",Mexico City,Mexico City,Mexico,,"Mexico City, CDMX, Mexico",19.4326077,-99.133208,19.5927571,-98.9604482,19.1887101,-99.3267771,19.5927571,-98.9604482,19.1887101,-99.3267771
51,1217,2050 AG. MIXCOAC,"MÉXICO, D.F.","2050 AG. MIXCOAC, MÉXICO, D.F.",Mixcoac,Mexico City,Mexico City,Mexico,"Mixcoac, Mexico City, CDMX, Mexico",19.3723335,-99.1905974,19.3780582,-99.1875699,19.3675782,-99.1921407,19.3780582,-99.1875699,19.3675782,-99.1921407
52,1218,2040 AG. CENTRO,"MÉXICO, D.F.","2040 AG. CENTRO, MÉXICO, D.F.",518,Calle Palma Norte,Centro Histórico de la Ciudad de México,Centro,"Calle Palma Nte. 518, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06010 Ciudad de México, CDMX, Mexico",19.4377659,-99.1348022,,,,,19.4391148802915,-99.13345321970849,19.4364169197085,-99.13615118029149
53,1219,2042 AG. TEPOZOTLAN,ESTADO DE MÉXICO,"2042 AG. TEPOZOTLAN, ESTADO DE MÉXICO",Tepotzotlán,State of Mexico,Mexico,,"Tepotzotlán, State of Mexico, Mexico",19.7185096,-99.2065202,19.7379117,-99.19538949999999,19.7006178,-99.23965849999999,19.7379117,-99.19538949999999,19.7006178,-99.23965849999999
54,1220,2048 AG. IXTAPALUCA 1,ESTADO DE MÉXICO,"2048 AG. IXTAPALUCA 1, ESTADO DE MÉXICO",Ixtapaluca,State of Mexico,Mexico,,"Ixtapaluca, State of Mexico, Mexico",19.3090538,-98.9079782,19.3462031,-98.849283,19.2891084,-98.953929,19.3462031,-98.849283,19.2891084,-98.953929
55,1221,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO,"2013 AG. MEGA NAUCALPAN, ESTADO DE MÉXICO",Naucalpan de Juárez,State of Mexico,Mexico,,"Naucalpan de Juárez, State of Mexico, Mexico",19.4630841,-99.245302,19.5275166,-99.2068249,19.4120072,-99.3029739,19.5275166,-99.2068249,19.4120072,-99.3029739
56,1222,2088 AG. CEYLAN,"MÉXICO, D.F.","2088 AG. CEYLAN, MÉXICO, D.F.",Avenida Ceylan,Ciudad de México,Ciudad de México,Mexico,"Avenida Ceylan, Ciudad de México, CDMX, Mexico",19.4894488,-99.1682215,19.5080053,-99.1594532,19.4717335,-99.176062,19.5080053,-99.1594532,19.4717335,-99.176062
57,1223,2070 AG. XOCHIMILCO 1,"MÉXICO, D.F.","2070 AG. XOCHIMILCO 1, MÉXICO, D.F.",Xochimilco,Mexico City,Mexico,,"Xochimilco, CDMX, Mexico",19.2572314,-99.1029664,19.3204494,-99.0070447,19.1525441,-99.1543947,19.3204494,-99.0070447,19.1525441,-99.1543947
58,1224,2019 AG. XALOSTOC,ESTADO DE MÉXICO,"2019 AG. XALOSTOC, ESTADO DE MÉXICO",San Pedro Xalostoc,Ecatepec de Morelos,Estado de México,Mexico,"San Pedro Xalostoc, 55310 Ecatepec de Morelos, Méx., Mexico",19.5378854,-99.0778438,19.545693,-99.0729673,19.5304005,-99.0849065,19.545693,-99.0729673,19.5304005,-99.0849065
59,1227,2066 TOLUCA PONIENTE,ESTADO DE MÉXICO,"2066 TOLUCA PONIENTE, ESTADO DE MÉXICO",Toluca,State of Mexico,Mexico,,"Toluca, State of Mexico, Mexico",19.2826098,-99.6556653,19.345726,-99.5559416,19.2424987,-99.7064855,19.345726,-99.5559416,19.2424987,-99.7064855
60,1228,2013 AG. MEGA NAUCALPAN,ESTADO DE MÉXICO,"2013 AG. MEGA NAUCALPAN, ESTADO DE MÉXICO",Naucalpan de Juárez,State of Mexico,Mexico,,"Naucalpan de Juárez, State of Mexico, Mexico",19.4630841,-99.245302,19.5275166,-99.2068249,19.4120072,-99.3029739,19.5275166,-99.2068249,19.4120072,-99.3029739
61,1229,2056 PUEBLA NORTE MARINELA,PUEBLA,"2056 PUEBLA NORTE MARINELA, PUEBLA",Parque,Industrial Resurrección,Heroica Puebla de Zaragoza,Puebla,"Parque, Industrial Resurrección, Puebla, Pue., Mexico",19.0803945,-98.1572886,,,,,19.0817434802915,-98.15593961970849,19.0790455197085,-98.15863758029151
62,1232,2059 Queretaro Balvanera,Queretaro de Arteaga,"2059 Queretaro Balvanera, Queretaro de Arteaga",Balvanera,El Pueblito,Querétaro,Mexico,"Balvanera, El Pueblito, Qro., Mexico",20.5335738,-100.457921,20.5403303,-100.4463643,20.5270994,-100.4678145,20.5403303,-100.4463643,20.5270994,-100.4678145
63,1235,2057 PUEBLA SUR MARINELA,PUEBLA,"2057 PUEBLA SUR MARINELA, PUEBLA",Puebla Sur,Cerro del Márquez,Heroica Puebla de Zaragoza,Puebla,"Puebla Sur, Cerro del Márquez, 72227 Puebla, Pue., Mexico",19.0922705,-98.1349941,19.0937041,-98.1338558,19.0908101,-98.1367575,19.0937041,-98.1338558,19.0908101,-98.1367575
64,1236,2056 PUEBLA NORTE MARINELA,PUEBLA,"2056 PUEBLA NORTE MARINELA, PUEBLA",Parque,Industrial Resurrección,Heroica Puebla de Zaragoza,Puebla,"Parque, Industrial Resurrección, Puebla, Pue., Mexico",19.0803945,-98.1572886,,,,,19.0817434802915,-98.15593961970849,19.0790455197085,-98.15863758029151
65,1237,2063 TEHUACAN MARINELA,PUEBLA,"2063 TEHUACAN MARINELA, PUEBLA",Tehuacán,Puebla,Mexico,,"Tehuacán, Puebla, Mexico",18.4665063,-97.40038009999999,18.5091885,-97.3586352,18.4152,-97.45879230000001,18.5091885,-97.3586352,18.4152,-97.45879230000001
66,1238,2053 OAXACA MARINELA,OAXACA,"2053 OAXACA MARINELA, OAXACA",1,De Lima,I.v.o. Montoya,Montoya,"De Lima 1, I.v.o. Montoya, Montoya, 68036 Oaxaca de Juárez, Oax., Mexico",17.0721004,-96.75714040000001,,,,,17.0734493802915,-96.75579141970852,17.0707514197085,-96.75848938029152
67,1239,2044 CUERNAVACA BUENAVISTA,MORELOS,"2044 CUERNAVACA BUENAVISTA, MORELOS",Buena Vista,Cuernavaca,Morelos,Mexico,"Buena Vista, Cuernavaca, Mor., Mexico",18.9661036,-99.2473801,18.9724127,-99.23873350000001,18.9584904,-99.2504816,18.9724127,-99.23873350000001,18.9584904,-99.2504816
68,1242,2034 ACAPULCO COSTERA,GUERRERO,"2034 ACAPULCO COSTERA, GUERRERO",Costera Miguel Aleman,Paso Limonero,Acapulco de Juárez,Guerrero,"Costera Miguel Aleman, Paso Limonero, 39713 Acapulco de Juárez, Gro., Mexico",16.9144103,-99.82587339999999,16.9146229,-99.8252991,16.9140224,-99.8263563,16.9156716302915,-99.8244787197085,16.9129736697085,-99.8271766802915
69,1243,2065 TOLUCA CENTRO,ESTADO DE MÉXICO,"2065 TOLUCA CENTRO, ESTADO DE MÉXICO",Centro,Toluca de Lerdo,Estado de México,Mexico,"Centro, Toluca de Lerdo, Méx., Mexico",19.2899863,-99.6553117,19.2939789,-99.6542245,19.2862119,-99.6597415,19.2939789,-99.6542245,19.2862119,-99.6597415
70,1245,2036 APIZACO MARINELA,TLAXCALA,"2036 APIZACO MARINELA, TLAXCALA",2008,Álvaro Obregón,Cristo Rey,Apizaco,"Álvaro Obregón 2008, Cristo Rey, 90342 Apizaco, Tlax., Mexico",19.4133582,-98.1242915,,,,,19.4147071802915,-98.1229425197085,19.4120092197085,-98.12564048029151
71,1250,2029 AG.IZTAPALAPA 2,"MÉXICO, D.F.","2029 AG.IZTAPALAPA 2, MÉXICO, D.F.",2,A. Martínez G.,Ejército de Agua Prieta,Ciudad de México,"A. Martínez G. 2, Ejército de Agua Prieta, Iztapalapa, 09578 Ciudad de México, CDMX, Mexico",19.369077,-99.0393589,,,,,19.3704259802915,-99.03800991970849,19.3677280197085,-99.0407078802915
72,1252,2064 AG. TEPALCATES 1,"MÉXICO, D.F.","2064 AG. TEPALCATES 1, MÉXICO, D.F.",Tepalcates,Ciudad de México,Ciudad de México,Mexico,"Tepalcates, 09210 Ciudad de México, CDMX, Mexico",19.3916358,-99.0557268,19.3982241,-99.0475656,19.3859987,-99.0597969,19.3982241,-99.0475656,19.3859987,-99.0597969
73,1253,2175 TOLUCA AEROPUERTO,ESTADO DE MÉXICO,"2175 TOLUCA AEROPUERTO, ESTADO DE MÉXICO",Lic. Adolfo López Mateos International Airport,Toluca de Lerdo,Estado de México,Mexico,"Lic. Adolfo López Mateos International Airport, San Pedro Totoltepec, 50226 Toluca de Lerdo, Méx., Mexico",19.3389479,-99.5698355,,,,,19.3402968802915,-99.5684865197085,19.3375989197085,-99.5711844802915
74,1255,2088 AG. CEYLAN,"MÉXICO, D.F.","2088 AG. CEYLAN, MÉXICO, D.F.",Avenida Ceylan,Ciudad de México,Ciudad de México,Mexico,"Avenida Ceylan, Ciudad de México, CDMX, Mexico",19.4894488,-99.1682215,19.5080053,-99.1594532,19.4717335,-99.176062,19.5080053,-99.1594532,19.4717335,-99.176062
75,1259,2011 AG. SAN ANTONIO,"MÉXICO, D.F.","2011 AG. SAN ANTONIO, MÉXICO, D.F.",29,2a. Cerrada 5 de Mayo,Centro Histórico de la Ciudad de México,Centro,"2a. Cerrada 5 de Mayo 29, Centro Histórico de la Cdad. de México, Centro, Cuauhtémoc, 06000 Ciudad de México, CDMX, Mexico",19.43373,-99.135397,,,,,19.4350789802915,-99.13404801970849,19.4323810197085,-99.13674598029151
